StudentCode,StudentName,UcCode,ClassCode
202063482,Joao Ricardo,L.EIC025,3LEIC12
202059997,Rodolfo,L.EIC025,3LEIC13
202059742,Otavio,L.EIC025,3LEIC11
202059062,Gusmao,L.EIC025,3LEIC10
202061867,Isaias,L.EIC025,3LEIC13
202068752,Manuel Gustavo,L.EIC025,3LEIC12
202076997,Alcino,L.EIC025,3LEIC06
202062122,Joao Pedro,L.EIC025,3LEIC09
202075807,Manuel Alcino,L.EIC025,3LEIC02
202076572,Manuel Tristao,L.EIC025,3LEIC07
202079972,Jose Martinho,L.EIC025,3LEIC08
202063992,Jose Rafael,L.EIC025,3LEIC14
202072662,Benjamim,L.EIC025,3LEIC14
202080057,Placido,L.EIC025,3LEIC10
202057022,Timoteo,L.EIC025,3LEIC11
202073682,Jose Gabriel,L.EIC025,3LEIC01
202061017,Amilcar,L.EIC025,3LEIC15
202077677,Jose Claudio,L.EIC025,3LEIC04
202058977,Marcelo,L.EIC025,3LEIC08
202059572,Americo,L.EIC025,3LEIC08
202059317,Asdrubal,L.EIC025,3LEIC08
202078357,Manuel Isaias,L.EIC025,3LEIC09
202059402,Saul,L.EIC025,3LEIC15
202062207,Joao Luis,L.EIC025,3LEIC01
202078697,Jose Abilio,L.EIC025,3LEIC09
202062462,Manuel Tiago,L.EIC025,3LEIC11
201960762,Gustavo Joao,L.EIC025,3LEIC09
202063397,Jose Augusto,L.EIC025,3LEIC06
202079207,Manuel Teofilo,L.EIC025,3LEIC10
202063737,Joao Fernando,L.EIC025,3LEIC11
202028377,Gloria,L.EIC025,3LEIC08
202028122,Tatiana,L.EIC025,3LEIC15
202074702,Raimundo,L.EIC025,3LEIC14
202041212,Sandro,L.EIC025,3LEIC12
202079887,Manuel Martinho,L.EIC025,3LEIC07
202078782,Jaime,L.EIC025,3LEIC12
202080397,Jose Estevao,L.EIC025,3LEIC12
202066797,Jose Santiago,L.EIC025,3LEIC12
202059912,Firmino,L.EIC025,3LEIC10
202060592,Norberto,L.EIC025,3LEIC12
202055577,Galileu,L.EIC025,3LEIC14
202053452,Manuel Carlos,L.EIC025,3LEIC11
202064927,Jose Alexandre,L.EIC025,3LEIC07
202065012,Gervasio,L.EIC025,3LEIC09
202065097,Manuel Francisco,L.EIC025,3LEIC15
202074107,Manuel Alfredo,L.EIC025,3LEIC07
202063567,Justo,L.EIC025,3LEIC13
202055322,Manuel Eduardo,L.EIC025,3LEIC11
202054472,Jose Amadeu,L.EIC025,3LEIC14
202055152,Manuel Vasco,L.EIC025,3LEIC15
202062547,Jose Pedro,L.EIC025,3LEIC11
202073852,Anacleto,L.EIC025,3LEIC09
202072067,Quaresma,L.EIC025,3LEIC05
202070537,Jose Frederico,L.EIC025,3LEIC01
202064247,Manuel Filipe,L.EIC025,3LEIC03
202070452,Manuel Frederico,L.EIC025,3LEIC09
202060677,Manuel Olavo,L.EIC025,3LEIC01
202071472,Jose Nicolau,L.EIC025,3LEIC07
202071302,Fernao,L.EIC025,3LEIC02
202059147,Serafim,L.EIC025,3LEIC02
202064502,Manuel Gabriel,L.EIC025,3LEIC10
202075297,Manuel Cesar,L.EIC025,3LEIC05
202076317,Manuel Anacleto,L.EIC025,3LEIC03
202076827,Manuel Jesus,L.EIC025,3LEIC02
202077507,Manuel Nelmo,L.EIC025,3LEIC02
202057702,Manuel Duarte,L.EIC025,3LEIC09
202065352,Jose Gilberto,L.EIC025,3LEIC11
202070792,Manuel Zacarias,L.EIC025,3LEIC06
202070707,Leonel,L.EIC025,3LEIC06
202071642,Manuel Bernardo,L.EIC025,3LEIC02
202043252,Bento,L.EIC025,3LEIC13
202061952,Narciso,L.EIC025,3LEIC07
202065182,Jose Francisco,L.EIC025,3LEIC13
202065267,Manuel Gilberto,L.EIC025,3LEIC11
202069772,Manuel Placido,L.EIC025,3LEIC05
202071812,Gregorio,L.EIC025,3LEIC14
202071727,Jose Bernardo,L.EIC025,3LEIC03
202072322,Amandio,L.EIC025,3LEIC14
202044272,Jose Gil,L.EIC025,3LEIC13
202072577,Romulo,L.EIC025,3LEIC15
202073087,Manuel Isac,L.EIC025,3LEIC14
202067137,Manuel Simao,L.EIC025,3LEIC03
202067052,Armindo,L.EIC025,3LEIC14
202066882,Manuel Ricardo,L.EIC025,3LEIC12
202067562,Laureano,L.EIC025,3LEIC06
202031947,Erica,L.EIC025,3LEIC11
202073427,Jose Telmo,L.EIC025,3LEIC12
202073597,Adriano,L.EIC025,3LEIC05
202073767,Venancio,L.EIC025,3LEIC03
202072237,Pascoal,L.EIC025,3LEIC06
202063057,Jose Ricardo,L.EIC025,3LEIC04
202066202,Manuel Nicolau,L.EIC025,3LEIC05
202066032,Manuel Joaquim,L.EIC025,3LEIC01
202066372,Manuel Pedro,L.EIC025,3LEIC02
202066967,Nelmo,L.EIC025,3LEIC02
202067307,Manuel Baltasar,L.EIC025,3LEIC14
202067222,Jose Simao,L.EIC025,3LEIC11
202054982,Manuel Valter,L.EIC025,3LEIC15
202057192,Jose Sergio,L.EIC025,3LEIC10
202057362,Jose Fernando,L.EIC025,3LEIC01
202071047,Manuel Narciso,L.EIC025,3LEIC04
202068412,Jose Arnaldo,L.EIC025,3LEIC12
202068837,Jose Gustavo,L.EIC025,3LEIC04
202076402,Sancho,L.EIC025,3LEIC02
202076742,Manuel Leopoldo,L.EIC025,3LEIC04
202077592,Manuel Claudio,L.EIC025,3LEIC01
202041042,Vitor,L.EIC025,3LEIC13
202059827,Arnaldo,L.EIC025,3LEIC07
202069432,Jose Sebastiao,L.EIC025,3LEIC11
202071132,Manuel Godofredo,L.EIC025,3LEIC06
202068497,Manuel Emilio,L.EIC025,3LEIC09
202068327,Jacinto,L.EIC025,3LEIC06
202073172,Jose Isac,L.EIC025,3LEIC11
202072917,Germano,L.EIC025,3LEIC10
202062037,Joao Rodrigo,L.EIC025,3LEIC13
202075552,Jose Artur,L.EIC025,3LEIC02
202076147,Manuel Camilo,L.EIC025,3LEIC06
202077252,Manuel Tome,L.EIC025,3LEIC06
202065947,Jose Inacio,L.EIC025,3LEIC10
202065777,Jose Guilherme,L.EIC025,3LEIC05
202065692,Manuel Evandro,L.EIC025,3LEIC06
202055492,Jose Eduardo,L.EIC025,3LEIC13
202060252,Jeronimo,L.EIC025,3LEIC15
202070622,Jose Tristao,L.EIC025,3LEIC07
201964162,Jose Leopoldo,L.EIC025,3LEIC15
202075637,Manuel Hugo,L.EIC025,3LEIC02
202034582,Goncalo,L.EIC025,3LEIC07
202058042,Manuel Joel,L.EIC025,3LEIC08
202058467,Gilberto,L.EIC025,3LEIC11
202058807,Eugenio,L.EIC025,3LEIC04
202057447,Armando,L.EIC025,3LEIC15
202073512,Manuel Elias,L.EIC025,3LEIC09
202061612,Aristides,L.EIC025,3LEIC10
202062887,Antonio Luis,L.EIC025,3LEIC11
202063227,Aramis,L.EIC025,3LEIC10
202074872,Jose Armindo,L.EIC025,3LEIC08
202075042,Eliseu,L.EIC025,3LEIC15
202066287,Mauro,L.EIC025,3LEIC04
202067987,Reinaldo,L.EIC025,3LEIC03
202067647,Manuel Dinis,L.EIC025,3LEIC03
202067902,Matias,L.EIC025,3LEIC14
202055407,Manuel Edgar,L.EIC025,3LEIC12
202063907,Jose Baltazar,L.EIC025,3LEIC07
202074532,Jose Bartolomeu,L.EIC025,3LEIC07
202074447,Manuel Bartolomeu,L.EIC025,3LEIC05
202074192,Jose Alfredo,L.EIC025,3LEIC05
202062802,Jose Gastao,L.EIC025,3LEIC04
202069347,Manuel Sebastiao,L.EIC025,3LEIC01
202070027,Manuel Armindo,L.EIC025,3LEIC05
202070282,Manuel Alvaro,L.EIC025,3LEIC12
202070367,Jose Alvaro,L.EIC025,3LEIC15
202061102,Alfredo,L.EIC025,3LEIC14
202056342,Jose Godofredo,L.EIC025,3LEIC09
202075722,Jose Hugo,L.EIC025,3LEIC05
202076912,Jose Jesus,L.EIC025,3LEIC14
202077422,Manuel Hilario,L.EIC025,3LEIC14
202077337,Jose Tome,L.EIC025,3LEIC04
202070112,Ramiro,L.EIC025,3LEIC05
202056257,Jose Humberto,L.EIC025,3LEIC04
202056172,Manuel Humberto,L.EIC025,3LEIC12
202076487,Maciel,L.EIC025,3LEIC04
202065522,Jose Henrique,L.EIC025,3LEIC07
202069857,Gustavo Manuel,L.EIC025,3LEIC04
202071982,Jose Elias,L.EIC025,3LEIC03
202062972,Manuel Matias,L.EIC025,3LEIC09
202072492,Jacome,L.EIC025,3LEIC01
202072747,Manuel Gil,L.EIC025,3LEIC04
202067392,Jose Helio,L.EIC025,3LEIC04
202057617,Jose Hernani,L.EIC025,3LEIC14
202069262,Jose Fabio,L.EIC025,3LEIC05
202069092,Manuel Fabio,L.EIC025,3LEIC01
202074957,Valter,L.EIC025,3LEIC05
202066117,Gastao,L.EIC025,3LEIC10
202071387,Maurilio,L.EIC025,3LEIC12
202068072,Manuel Valentino,L.EIC025,3LEIC03
202067817,Manuel Anastacio,L.EIC025,3LEIC03
202068582,Emilio,L.EIC025,3LEIC04
202074362,Melchior,L.EIC025,3LEIC15
202074787,Jose Laureano,L.EIC025,3LEIC01
202070962,Jose Hilario,L.EIC025,3LEIC03
202068667,Jose Emilio,L.EIC025,3LEIC02
202075382,Jose Cesar,L.EIC025,3LEIC09
202075467,Manuel Artur,L.EIC025,3LEIC06
202076657,Camilo,L.EIC025,3LEIC06
202075977,Manuel Rodolfo,L.EIC025,3LEIC03
202062292,Joao Tiago,L.EIC025,3LEIC04
202077082,Manuel Lucas,L.EIC025,3LEIC03
202074022,Jose Heitor,L.EIC025,3LEIC04
202073937,Manuel Augusto,L.EIC025,3LEIC06
202065862,Manuel Inacio,L.EIC025,3LEIC05
202065607,Manuel Guilherme,L.EIC025,3LEIC06
202069687,Jose Mauro,L.EIC025,3LEIC07
202069517,Ramires,L.EIC025,3LEIC05
202041127,Romeu,L.EIC025,3LEIC12
202069942,Estevao,L.EIC025,3LEIC05
202060337,Marcelino,L.EIC025,3LEIC03
202064587,Manuel Tadeu,L.EIC025,3LEIC02
202076232,Jose Camilo,L.EIC025,3LEIC02
202065437,Manuel Henrique,L.EIC025,3LEIC15
202069602,Jose Vasco,L.EIC025,3LEIC03
202070197,Josue,L.EIC025,3LEIC08
202060082,Anselmo,L.EIC025,3LEIC07
202071897,Jose Caetano,L.EIC025,3LEIC04
202072152,Jose silvestre,L.EIC025,3LEIC11
202072407,Jesualdo,L.EIC025,3LEIC08
202073257,Hilario,L.EIC025,3LEIC06
202072832,Manuel Silvestre,L.EIC025,3LEIC05
202074617,Bartolomeu,L.EIC025,3LEIC14
202075127,Manuel Gaspar,L.EIC025,3LEIC03
202066627,Jose Serafim,L.EIC025,3LEIC14
202066457,Jose Maximiano,L.EIC025,3LEIC01
202058722,Jose Eliseu,L.EIC025,3LEIC07
202069177,Diamantino,L.EIC025,3LEIC02
202073342,Manuel Telmo,L.EIC025,3LEIC05
202075212,Jose Gaspar,L.EIC025,3LEIC07
202071217,Jose Joel,L.EIC025,3LEIC06
202068157,Jose Eurico,L.EIC025,3LEIC09
202056852,Jardel,L.EIC025,3LEIC13
202074277,Evandro,L.EIC025,3LEIC01
202062717,Inacio,L.EIC025,3LEIC13
202068242,Manuel Nilton,L.EIC025,3LEIC03
202067732,Jose Dinis,L.EIC025,3LEIC07
202062632,Jose Manuel,L.EIC025,3LEIC08
202070877,Jose Zacarias,L.EIC025,3LEIC15
202059232,Angelico,L.EIC025,3LEIC09
202054642,Jose Nelson,L.EIC025,3LEIC13
202076062,Jose Rodolfo,L.EIC025,3LEIC04
202075892,Jose Alcino,L.EIC025,3LEIC11
202047162,Manuel Benjamin,L.EIC025,3LEIC10
202064332,Jose Filipe,L.EIC025,3LEIC13
202040617,Abilio,L.EIC024,3LEIC12
202066542,Manuel Serafim,L.EIC024,3LEIC08
202055067,Jose Valter,L.EIC024,3LEIC05
202054812,Manuel Mauro,L.EIC024,3LEIC09
202041552,Igor,L.EIC024,3LEIC09
202058297,Jose Diogo,L.EIC024,3LEIC03
202024212,Valentina,L.EIC024,3LEIC09
202060167,Anibal,L.EIC024,3LEIC10
202068922,Jose Pascoal,L.EIC024,3LEIC03
202046227,Caetano,L.EIC024,3LEIC12
202066712,Manuel Santiago,L.EIC024,3LEIC08
202040362,Raul,L.EIC024,3LEIC09
202079802,Valdemar,L.EIC024,3LEIC05
202069007,Ernesto,L.EIC024,3LEIC08
202064417,Vladimiro,L.EIC024,3LEIC05
202027102,Amelia,L.EIC024,3LEIC12
202058127,Hernani,L.EIC024,3LEIC11
202078612,Manuel Abilio,L.EIC024,3LEIC01
202064757,Belmiro,L.EIC024,3LEIC09
202051242,Jose Agostinho,L.EIC024,3LEIC10
202055237,Jose Nelmo,L.EIC024,3LEIC11
202079292,Jose Teofilo,L.EIC024,3LEIC08
202064842,Manuel Alexandre,L.EIC024,3LEIC10
202054302,Jose Otavio,L.EIC024,3LEIC12
202038917,Baltazar,L.EIC024,3LEIC12
202029992,Antonia,L.EIC024,3LEIC11
202027867,Zita,L.EIC024,3LEIC06
202020897,Francisca,L.EIC024,3LEIC11
202035517,Vicente,L.EIC024,3LEIC08
202063482,Joao Ricardo,L.EIC024,3LEIC12
202059742,Otavio,L.EIC024,3LEIC11
202068752,Manuel Gustavo,L.EIC024,3LEIC12
202076997,Alcino,L.EIC024,3LEIC06
202075807,Manuel Alcino,L.EIC024,3LEIC04
202076572,Manuel Tristao,L.EIC024,3LEIC05
202063992,Jose Rafael,L.EIC024,3LEIC10
202072662,Benjamim,L.EIC024,3LEIC08
202028887,Simone,L.EIC024,3LEIC12
202073682,Jose Gabriel,L.EIC024,3LEIC01
202078357,Manuel Isaias,L.EIC024,3LEIC09
202078697,Jose Abilio,L.EIC024,3LEIC10
201960762,Gustavo Joao,L.EIC024,3LEIC10
202063397,Jose Augusto,L.EIC024,3LEIC06
202028377,Gloria,L.EIC024,3LEIC10
202074702,Raimundo,L.EIC024,3LEIC08
202041212,Sandro,L.EIC024,3LEIC11
202035347,Gustavo,L.EIC024,3LEIC11
202055577,Galileu,L.EIC024,3LEIC10
202053452,Manuel Carlos,L.EIC024,3LEIC10
202064927,Jose Alexandre,L.EIC024,3LEIC04
202065012,Gervasio,L.EIC024,3LEIC12
202065097,Manuel Francisco,L.EIC024,3LEIC09
202074107,Manuel Alfredo,L.EIC024,3LEIC04
202063567,Justo,L.EIC024,3LEIC10
202055152,Manuel Vasco,L.EIC024,3LEIC11
202062547,Jose Pedro,L.EIC024,3LEIC11
201951157,Manuel Agostinho,L.EIC024,3LEIC03
202073852,Anacleto,L.EIC024,3LEIC09
202072067,Quaresma,L.EIC024,3LEIC02
202070537,Jose Frederico,L.EIC024,3LEIC02
202064247,Manuel Filipe,L.EIC024,3LEIC03
202070452,Manuel Frederico,L.EIC024,3LEIC08
202071472,Jose Nicolau,L.EIC024,3LEIC04
202071302,Fernao,L.EIC024,3LEIC02
202064502,Manuel Gabriel,L.EIC024,3LEIC10
202075297,Manuel Cesar,L.EIC024,3LEIC05
202076317,Manuel Anacleto,L.EIC024,3LEIC06
202076827,Manuel Jesus,L.EIC024,3LEIC05
202077507,Manuel Nelmo,L.EIC024,3LEIC02
202057702,Manuel Duarte,L.EIC024,3LEIC12
202065352,Jose Gilberto,L.EIC024,3LEIC10
202070792,Manuel Zacarias,L.EIC024,3LEIC06
202070707,Leonel,L.EIC024,3LEIC06
202071642,Manuel Bernardo,L.EIC024,3LEIC02
202043252,Bento,L.EIC024,3LEIC11
202047332,Jose Benjamim,L.EIC024,3LEIC10
202069772,Manuel Placido,L.EIC024,3LEIC02
202071812,Gregorio,L.EIC024,3LEIC11
202071727,Jose Bernardo,L.EIC024,3LEIC06
202072322,Amandio,L.EIC024,3LEIC11
202044272,Jose Gil,L.EIC024,3LEIC11
202072577,Romulo,L.EIC024,3LEIC08
202073087,Manuel Isac,L.EIC024,3LEIC09
202067137,Manuel Simao,L.EIC024,3LEIC03
202067052,Armindo,L.EIC024,3LEIC11
202066882,Manuel Ricardo,L.EIC024,3LEIC08
202067562,Laureano,L.EIC024,3LEIC06
202031947,Erica,L.EIC024,3LEIC12
202073427,Jose Telmo,L.EIC024,3LEIC12
202073597,Adriano,L.EIC024,3LEIC05
202073767,Venancio,L.EIC024,3LEIC05
202072237,Pascoal,L.EIC024,3LEIC06
202066202,Manuel Nicolau,L.EIC024,3LEIC05
202066032,Manuel Joaquim,L.EIC024,3LEIC01
202066967,Nelmo,L.EIC024,3LEIC02
202067307,Manuel Baltasar,L.EIC024,3LEIC11
202067222,Jose Simao,L.EIC024,3LEIC10
202057362,Jose Fernando,L.EIC024,3LEIC04
202071047,Manuel Narciso,L.EIC024,3LEIC04
202068412,Jose Arnaldo,L.EIC024,3LEIC12
202068837,Jose Gustavo,L.EIC024,3LEIC03
202076402,Sancho,L.EIC024,3LEIC02
202076742,Manuel Leopoldo,L.EIC024,3LEIC03
202077592,Manuel Claudio,L.EIC024,3LEIC01
202041042,Vitor,L.EIC024,3LEIC09
202071132,Manuel Godofredo,L.EIC024,3LEIC06
202068497,Manuel Emilio,L.EIC024,3LEIC09
202068327,Jacinto,L.EIC024,3LEIC05
202073172,Jose Isac,L.EIC024,3LEIC09
202072917,Germano,L.EIC024,3LEIC08
202062037,Joao Rodrigo,L.EIC024,3LEIC09
202076147,Manuel Camilo,L.EIC024,3LEIC05
202077252,Manuel Tome,L.EIC024,3LEIC06
202035007,Rafael,L.EIC024,3LEIC10
202065947,Jose Inacio,L.EIC024,3LEIC11
202065777,Jose Guilherme,L.EIC024,3LEIC04
202065692,Manuel Evandro,L.EIC024,3LEIC01
202070622,Jose Tristao,L.EIC024,3LEIC01
201964162,Jose Leopoldo,L.EIC024,3LEIC08
202075637,Manuel Hugo,L.EIC024,3LEIC02
202034582,Goncalo,L.EIC024,3LEIC04
202058042,Manuel Joel,L.EIC024,3LEIC12
202073512,Manuel Elias,L.EIC024,3LEIC09
202063227,Aramis,L.EIC024,3LEIC12
202075042,Eliseu,L.EIC024,3LEIC08
202066287,Mauro,L.EIC024,3LEIC04
202067987,Reinaldo,L.EIC024,3LEIC06
202067647,Manuel Dinis,L.EIC024,3LEIC03
202067902,Matias,L.EIC024,3LEIC11
202063907,Jose Baltazar,L.EIC024,3LEIC05
202074532,Jose Bartolomeu,L.EIC024,3LEIC01
202074447,Manuel Bartolomeu,L.EIC024,3LEIC02
202074192,Jose Alfredo,L.EIC024,3LEIC03
202069347,Manuel Sebastiao,L.EIC024,3LEIC01
202070027,Manuel Armindo,L.EIC024,3LEIC02
202070282,Manuel Alvaro,L.EIC024,3LEIC08
202070367,Jose Alvaro,L.EIC024,3LEIC09
202061102,Alfredo,L.EIC024,3LEIC08
202056342,Jose Godofredo,L.EIC024,3LEIC12
202075722,Jose Hugo,L.EIC024,3LEIC04
202076912,Jose Jesus,L.EIC024,3LEIC09
202077422,Manuel Hilario,L.EIC024,3LEIC08
202077337,Jose Tome,L.EIC024,3LEIC03
202070112,Ramiro,L.EIC024,3LEIC05
202056257,Jose Humberto,L.EIC024,3LEIC02
202076487,Maciel,L.EIC024,3LEIC04
202065522,Jose Henrique,L.EIC024,3LEIC04
202069857,Gustavo Manuel,L.EIC024,3LEIC04
202071982,Jose Elias,L.EIC024,3LEIC04
202062972,Manuel Matias,L.EIC024,3LEIC10
202072492,Jacome,L.EIC024,3LEIC04
202064672,Manuel Eurico,L.EIC024,3LEIC10
202072747,Manuel Gil,L.EIC024,3LEIC04
202067392,Jose Helio,L.EIC024,3LEIC03
202057617,Jose Hernani,L.EIC024,3LEIC11
202069262,Jose Fabio,L.EIC024,3LEIC05
202069092,Manuel Fabio,L.EIC024,3LEIC01
202074957,Valter,L.EIC024,3LEIC06
202066117,Gastao,L.EIC024,3LEIC08
202071387,Maurilio,L.EIC024,3LEIC08
202068072,Manuel Valentino,L.EIC024,3LEIC02
202067817,Manuel Anastacio,L.EIC024,3LEIC03
202068582,Emilio,L.EIC024,3LEIC03
202074362,Melchior,L.EIC024,3LEIC10
202074787,Jose Laureano,L.EIC024,3LEIC01
202070962,Jose Hilario,L.EIC024,3LEIC03
202068667,Jose Emilio,L.EIC024,3LEIC02
202075382,Jose Cesar,L.EIC024,3LEIC12
202075467,Manuel Artur,L.EIC024,3LEIC02
202076657,Camilo,L.EIC024,3LEIC06
202075977,Manuel Rodolfo,L.EIC024,3LEIC03
202062292,Joao Tiago,L.EIC024,3LEIC05
202077082,Manuel Lucas,L.EIC024,3LEIC03
202074022,Jose Heitor,L.EIC024,3LEIC04
202065862,Manuel Inacio,L.EIC024,3LEIC05
202065607,Manuel Guilherme,L.EIC024,3LEIC06
202069687,Jose Mauro,L.EIC024,3LEIC01
202069517,Ramires,L.EIC024,3LEIC04
202069942,Estevao,L.EIC024,3LEIC05
202064587,Manuel Tadeu,L.EIC024,3LEIC02
202076232,Jose Camilo,L.EIC024,3LEIC02
202065437,Manuel Henrique,L.EIC024,3LEIC08
202069602,Jose Vasco,L.EIC024,3LEIC06
202071897,Jose Caetano,L.EIC024,3LEIC03
202072152,Jose silvestre,L.EIC024,3LEIC10
202072407,Jesualdo,L.EIC024,3LEIC09
202073257,Hilario,L.EIC024,3LEIC06
202072832,Manuel Silvestre,L.EIC024,3LEIC03
202074617,Bartolomeu,L.EIC024,3LEIC11
202075127,Manuel Gaspar,L.EIC024,3LEIC03
202066627,Jose Serafim,L.EIC024,3LEIC11
202066457,Jose Maximiano,L.EIC024,3LEIC01
202069177,Diamantino,L.EIC024,3LEIC02
202073342,Manuel Telmo,L.EIC024,3LEIC06
202075212,Jose Gaspar,L.EIC024,3LEIC01
202071217,Jose Joel,L.EIC024,3LEIC06
202068157,Jose Eurico,L.EIC024,3LEIC09
202074277,Evandro,L.EIC024,3LEIC01
202062717,Inacio,L.EIC024,3LEIC12
202068242,Manuel Nilton,L.EIC024,3LEIC05
202067732,Jose Dinis,L.EIC024,3LEIC01
202062632,Jose Manuel,L.EIC024,3LEIC12
202059232,Angelico,L.EIC024,3LEIC08
202054642,Jose Nelson,L.EIC024,3LEIC10
202076062,Jose Rodolfo,L.EIC024,3LEIC04
202075892,Jose Alcino,L.EIC024,3LEIC12
202041467,Altino,L.EIC024,3LEIC03
202064332,Jose Filipe,L.EIC024,3LEIC11
202060507,Alipio,L.EIC024,3LEIC06
202079037,Jose Jesualdo,L.EIC023,3LEIC08
202071557,Ludovico,L.EIC023,3LEIC07
202040617,Abilio,L.EIC023,3LEIC13
202066542,Manuel Serafim,L.EIC023,3LEIC13
202055067,Jose Valter,L.EIC023,3LEIC04
202041722,Manuel Maximiano,L.EIC023,3LEIC05
202054812,Manuel Mauro,L.EIC023,3LEIC13
202078867,Manuel Jaime,L.EIC023,3LEIC11
202078272,Maximiano,L.EIC023,3LEIC12
202079377,Manuel Gastao,L.EIC023,3LEIC13
202023362,Carminho,L.EIC023,3LEIC08
202058297,Jose Diogo,L.EIC023,3LEIC04
202024212,Valentina,L.EIC023,3LEIC09
202060167,Anibal,L.EIC023,3LEIC09
202068922,Jose Pascoal,L.EIC023,3LEIC04
202056512,Humberto,L.EIC023,3LEIC04
202078952,Jose Jaime,L.EIC023,3LEIC13
202026252,Dulce,L.EIC023,3LEIC10
202067477,Manuel Arnaldo,L.EIC023,3LEIC04
202038832,Oceano,L.EIC023,3LEIC08
202079632,Jose Firmino,L.EIC023,3LEIC02
202079717,Manuel Ivo,L.EIC023,3LEIC09
202063312,Jose Tiago,L.EIC023,3LEIC10
202078017,Jose Cristiano,L.EIC023,3LEIC11
202055917,Manuel Lucio,L.EIC023,3LEIC11
202064417,Vladimiro,L.EIC023,3LEIC06
202027102,Amelia,L.EIC023,3LEIC08
202058127,Hernani,L.EIC023,3LEIC09
202077932,Manuel Armando,L.EIC023,3LEIC09
202078612,Manuel Abilio,L.EIC023,3LEIC05
202077167,Jose Lucas,L.EIC023,3LEIC13
202077847,Jose Flavio,L.EIC023,3LEIC09
202073002,Franquelim,L.EIC023,3LEIC09
201978187,Jose Ivo,L.EIC023,3LEIC05
202064757,Belmiro,L.EIC023,3LEIC09
202051242,Jose Agostinho,L.EIC023,3LEIC14
202055237,Jose Nelmo,L.EIC023,3LEIC14
202079122,Jose Antonio,L.EIC023,3LEIC02
202079292,Jose Teofilo,L.EIC023,3LEIC14
202064842,Manuel Alexandre,L.EIC023,3LEIC09
202079462,Custodio,L.EIC023,3LEIC02
202054302,Jose Otavio,L.EIC023,3LEIC13
202078102,Jose Armando,L.EIC023,3LEIC11
202063142,Jose Evandro,L.EIC023,3LEIC02
202027867,Zita,L.EIC023,3LEIC03
202020897,Francisca,L.EIC023,3LEIC11
202035772,Mateus,L.EIC023,3LEIC13
202057787,Jose Duarte,L.EIC023,3LEIC12
202060932,Flavio,L.EIC023,3LEIC08
202035517,Vicente,L.EIC023,3LEIC10
202063482,Joao Ricardo,L.EIC023,3LEIC12
202059997,Rodolfo,L.EIC023,3LEIC13
202059742,Otavio,L.EIC023,3LEIC11
202061867,Isaias,L.EIC023,3LEIC13
202077762,Manuel Flavio,L.EIC023,3LEIC01
202068752,Manuel Gustavo,L.EIC023,3LEIC14
202078527,Alcides,L.EIC023,3LEIC02
202076997,Alcino,L.EIC023,3LEIC07
202062122,Joao Pedro,L.EIC023,3LEIC09
202075807,Manuel Alcino,L.EIC023,3LEIC03
202029057,Lurdes,L.EIC023,3LEIC10
202063992,Jose Rafael,L.EIC023,3LEIC14
202072662,Benjamim,L.EIC023,3LEIC10
202057872,Manuel Romeu,L.EIC023,3LEIC02
202073682,Jose Gabriel,L.EIC023,3LEIC05
